claim_id,customer_id,age,gender,vehicle_age,vehicle_type,policy_type,premium_amount,claim_amount,accident_type,accident_severity,incident_state,days_since_policy,number_of_previous_claims,police_report,witness_present,medical_cost,repair_cost,claim_status,fraud_reported
CLM102738,CUST25950,29,Female,0,SUV,Zero-Depreciation,3000.0,37105.95,Vandalism,Moderate,Maharashtra,4,2,Yes,Yes,5572.67,19830.32,Approved,0
CLM102739,CUST23681,29,Male,14,Sedan,Zero-Depreciation,11216.7,153866.57,Collision,Severe,Telangana,44,2,Yes,Yes,13976.0,65169.2,Approved,1
CLM102740,CUST23733,45,Female,4,SUV,Comprehensive,11596.56,71007.5,Collision,Severe,Telangana,694,1,Yes,No,10937.59,32087.32,Approved,0
CLM102741,CUST20911,57,Male,5,SUV,Zero-Depreciation,3000.0,31553.24,Natural Disaster,Minor,Uttar Pradesh,437,0,Yes,No,3665.91,11540.58,Approved,0
CLM102742,CUST26549,22,Female,3,Hatchback,Third-Party,12558.06,33831.3,Rollover,Minor,West Bengal,598,5,No,No,0.0,16013.56,Under Review,0
CLM102743,CUST28477,35,Male,15,SUV,Comprehensive,9890.36,60725.34,Theft,Moderate,Tamil Nadu,132,0,Yes,No,4154.18,37095.18,Rejected,0
CLM102744,CUST26888,29,Male,0,Hatchback,Third-Party,8590.82,48127.87,Vandalism,Moderate,Rajasthan,321,1,No,No,4470.5,18573.91,Pending,0
CLM102745,CUST27219,36,Male,8,SUV,Comprehensive,14453.48,93100.85,Rollover,Moderate,Rajasthan,825,0,Yes,Yes,9926.6,56129.81,Approved,0
CLM102746,CUST22611,38,Female,2,Van,Comprehensive,10536.12,75671.07,Collision,Moderate,Gujarat,233,0,No,No,25.65,24351.45,Rejected,0
CLM102747,CUST25624,25,Male,0,Sedan,Zero-Depreciation,14150.98,42754.53,Theft,Minor,Maharashtra,1228,0,Yes,No,8853.35,25967.67,Under Review,0
CLM102748,CUST23410,22,Male,4,SUV,Comprehensive,10701.66,58783.07,Natural Disaster,Moderate,Uttar Pradesh,1365,1,Yes,Yes,0.0,30108.56,Under Review,0
CLM102749,CUST22171,37,Female,5,Sedan,Third-Party,11693.56,97326.62,Theft,Severe,West Bengal,458,0,Yes,Yes,17709.63,58569.11,Approved,0
CLM102750,CUST21161,20,Female,6,Hatchback,Comprehensive,8647.7,14782.58,Theft,Minor,Delhi,1531,0,Yes,No,7269.77,8122.94,Under Review,0
CLM102751,CUST21139,35,Male,2,SUV,Comprehensive,15684.9,16745.34,Vandalism,Minor,Delhi,130,0,Yes,No,8053.5,7985.65,Pending,0
CLM102752,CUST25920,45,Female,0,Sedan,Comprehensive,16749.79,51712.29,Vandalism,Moderate,Tamil Nadu,186,0,No,Yes,0.0,26565.49,Rejected,0
CLM102753,CUST26908,47,Male,4,Truck,Third-Party,13621.03,73669.73,Theft,Severe,Punjab,6,0,Yes,Yes,16142.65,35994.2,Under Review,1
CLM102754,CUST26393,20,Male,6,Hatchback,Comprehensive,15760.57,15495.72,Natural Disaster,Minor,Gujarat,1625,0,No,Yes,28.82,7731.32,Under Review,0
CLM102755,CUST23766,27,Male,0,Truck,Third-Party,13858.05,184928.37,Theft,Severe,Rajasthan,64,0,Yes,Yes,8491.59,51481.19,Approved,0
CLM102756,CUST21998,27,Female,2,Hatchback,Comprehensive,10218.23,26981.77,Rollover,Minor,Delhi,1092,4,Yes,No,15700.81,11696.1,Approved,0
CLM102757,CUST27874,19,Female,9,Truck,Third-Party,14359.29,22745.12,Fire,Minor,Rajasthan,49,0,Yes,Yes,2738.5,10177.92,Rejected,0
CLM102758,CUST25242,23,Male,1,Sedan,Comprehensive,7321.0,30712.45,Fire,Minor,Rajasthan,620,0,Yes,No,0.0,17228.49,Approved,0
CLM102759,CUST25200,42,Male,4,Hatchback,Third-Party,19167.6,45603.34,Collision,Severe,Maharashtra,19,0,No,No,14909.05,13054.84,Pending,0
CLM102760,CUST25890,56,Male,2,Sedan,Comprehensive,14785.18,34785.16,Theft,Minor,Delhi,122,0,No,Yes,3932.07,18035.4,Approved,0
CLM102761,CUST28461,18,Female,0,SUV,Comprehensive,18860.81,22830.62,Vandalism,Minor,Gujarat,216,0,No,Yes,0.0,9038.32,Approved,0
CLM102762,CUST27993,27,Female,1,SUV,Comprehensive,11372.83,122574.7,Collision,Severe,Punjab,109,0,No,No,16176.8,61277.54,Approved,0
CLM102763,CUST26277,40,Male,0,Van,Third-Party,19769.5,38497.64,Theft,Minor,Telangana,578,0,Yes,No,1530.42,10894.35,Approved,0
CLM102764,CUST25634,31,Male,0,Sedan,Third-Party,12857.9,98963.94,Theft,Moderate,Telangana,210,3,No,Yes,1383.22,38351.47,Pending,1
CLM102765,CUST23372,55,Female,0,Truck,Comprehensive,8616.1,78958.71,Fire,Moderate,Delhi,10,0,Yes,No,9974.19,44948.03,Rejected,1
CLM102766,CUST26271,33,Male,0,Sedan,Third-Party,12922.53,57095.29,Theft,Moderate,Delhi,1591,0,No,Yes,600.22,34047.11,Rejected,0
CLM102767,CUST22688,40,Male,1,Sedan,Comprehensive,9562.01,14820.26,Rollover,Minor,Uttar Pradesh,1152,1,Yes,No,404.73,5935.15,Approved,0
CLM102768,CUST21113,29,Female,0,Sedan,Comprehensive,12741.14,24585.55,Collision,Minor,Gujarat,191,1,No,Yes,3796.76,6325.2,Rejected,0
CLM102769,CUST25435,33,Female,5,SUV,Standalone,13303.62,58972.22,Vandalism,Total Loss,West Bengal,1149,2,Yes,Yes,19526.71,22495.98,Approved,0
CLM102770,CUST20317,50,Male,6,Motorcycle,Third-Party,18395.61,14616.76,Fire,Minor,Uttar Pradesh,502,0,No,,0.0,9397.91,Pending,0
CLM102771,CUST23974,34,Male,4,Van,Zero-Depreciation,6031.42,32390.91,Fire,Moderate,Tamil Nadu,555,2,No,Yes,10799.59,16794.82,Rejected,0
CLM102772,CUST26274,30,Male,6,Sedan,Comprehensive,16358.12,14909.14,Theft,Minor,Delhi,1657,0,Yes,Yes,11397.28,7111.82,Under Review,0
CLM102773,CUST21583,46,Female,2,SUV,Comprehensive,15237.01,38311.0,Collision,Moderate,West Bengal,40,0,Yes,Yes,3067.94,13995.37,Pending,0
CLM102774,CUST25243,32,Female,0,SUV,Zero-Depreciation,10330.05,120666.95,Natural Disaster,Severe,Delhi,83,0,Yes,No,20558.12,41128.84,Under Review,0
CLM102775,CUST26237,31,Female,3,Hatchback,Zero-Depreciation,14132.27,81435.11,Vandalism,Severe,Maharashtra,23,0,Yes,No,10138.01,33114.25,Under Review,0
CLM102776,CUST25657,24,Male,2,Truck,Third-Party,4250.54,85762.06,Vandalism,Severe,Uttar Pradesh,211,0,Yes,No,14805.75,54478.03,Approved,1
CLM102777,CUST24775,26,Female,0,Sedan,Third-Party,23565.99,25853.97,Vandalism,Minor,Rajasthan,28,2,No,No,4320.91,7029.5,Approved,0
CLM102778,CUST20701,36,Male,2,Motorcycle,Third-Party,18869.25,70914.03,Rollover,Moderate,Uttar Pradesh,38,3,Yes,Yes,6303.6,27886.45,Rejected,0
CLM102779,CUST20643,46,Female,1,SUV,Comprehensive,10229.22,63490.79,Theft,Moderate,Uttar Pradesh,63,4,Yes,No,,40636.66,Approved,1
CLM102780,CUST27349,52,Female,2,SUV,Third-Party,20191.19,30651.99,Theft,Minor,Karnataka,832,2,Yes,,,8834.64,Approved,0
CLM102781,CUST25818,26,Male,2,Sedan,Zero-Depreciation,10693.03,84254.55,Natural Disaster,Severe,Telangana,428,2,No,No,16645.57,35935.55,Approved,0
CLM102782,CUST27783,21,Male,4,Sedan,Third-Party,9320.55,28682.91,Fire,Minor,Gujarat,832,0,No,Yes,0.0,8444.76,Approved,0
CLM102783,CUST27403,48,Female,5,SUV,Zero-Depreciation,12802.08,29459.18,Natural Disaster,Moderate,Tamil Nadu,362,1,No,No,0.0,16779.72,Approved,0
CLM102784,CUST21890,18,Male,5,Sedan,Third-Party,9689.4,27318.2,Theft,Minor,Uttar Pradesh,525,3,No,No,425.32,16861.85,Rejected,1
CLM102785,CUST28863,41,Male,2,Motorcycle,Comprehensive,8968.46,145256.81,Vandalism,Total Loss,Rajasthan,279,2,No,Yes,22998.89,92033.49,Approved,1
CLM102786,CUST21903,47,Female,4,Van,Zero-Depreciation,13751.24,115102.41,Theft,Severe,Delhi,680,1,Yes,No,11553.59,57623.0,Approved,0
CLM102787,CUST25499,26,Male,0,Sedan,Third-Party,17967.69,29716.99,Natural Disaster,Minor,Tamil Nadu,23,1,Yes,No,106.54,14624.39,Approved,0
CLM102788,CUST25805,41,Male,1,Hatchback,Zero-Depreciation,12759.36,13747.33,Rollover,Minor,Delhi,210,0,No,No,4550.33,3613.71,Under Review,0
CLM102789,CUST27486,34,Female,4,Motorcycle,Comprehensive,21927.2,31426.83,Vandalism,Minor,Uttar Pradesh,303,0,Yes,No,0.0,13681.53,Approved,0
CLM102790,CUST21258,31,Male,1,Hatchback,Third-Party,8548.03,167326.42,Natural Disaster,Severe,Karnataka,35,3,Yes,No,19133.2,84463.99,Approved,1
CLM102791,CUST20043,45,Male,5,Motorcycle,Third-Party,5888.3,57039.74,Natural Disaster,Moderate,Maharashtra,27,2,Yes,Yes,0.0,30624.2,Approved,1
CLM102792,CUST28136,48,Male,16,Truck,Third-Party,18408.12,57168.62,Rollover,Moderate,Maharashtra,602,2,Yes,Yes,3627.99,27422.56,Approved,0
CLM102793,CUST27351,50,Male,4,Sedan,Standalone,12327.64,72875.26,Rollover,Severe,Maharashtra,283,0,No,Yes,27294.53,40600.64,Approved,0
CLM102794,CUST28964,29,Male,8,Truck,Comprehensive,19122.08,222802.11,Theft,Total Loss,Karnataka,276,2,Yes,Yes,23015.12,137565.49,Under Review,1
CLM102795,CUST26340,23,Female,1,Truck,Third-Party,16807.54,34757.9,Natural Disaster,Moderate,Delhi,310,2,No,Yes,0.0,18879.75,Approved,0
CLM102796,CUST24530,26,Male,0,Hatchback,Zero-Depreciation,16945.26,55599.14,Fire,Moderate,Maharashtra,505,2,No,Yes,1097.92,31358.09,Approved,0
CLM102797,CUST27592,31,Male,5,SUV,Zero-Depreciation,12012.23,16990.31,Collision,Minor,West Bengal,1175,2,No,Yes,2854.74,5671.01,Approved,0
CLM102798,CUST22719,50,Male,0,Motorcycle,Third-Party,14854.25,26814.39,Collision,Minor,Tamil Nadu,549,0,Yes,Yes,191.81,12470.59,Approved,0
CLM102799,CUST25614,46,Female,5,Sedan,Comprehensive,12229.05,74612.85,Rollover,Moderate,Karnataka,582,0,No,No,0.0,31055.45,Approved,0
CLM102800,CUST26352,43,Male,4,Sedan,Standalone,15350.83,158915.03,Vandalism,Severe,Rajasthan,139,1,Yes,No,9947.64,68416.2,Approved,1
CLM102801,CUST24703,47,Female,6,Hatchback,Third-Party,10983.21,42703.11,Collision,Minor,Karnataka,1537,0,Yes,No,0.0,27299.26,Approved,0
CLM102802,CUST26210,31,Male,3,Hatchback,Comprehensive,9931.2,36193.01,Vandalism,Minor,Uttar Pradesh,324,0,Yes,No,6245.31,13352.4,Under Review,0
CLM102803,CUST27544,49,Male,0,Hatchback,Third-Party,14679.07,40962.74,Vandalism,Minor,Maharashtra,14,1,Yes,Yes,1500.96,25446.57,Approved,0
CLM102804,CUST20265,26,Male,3,Hatchback,Standalone,13446.55,7895.05,Vandalism,Moderate,Maharashtra,177,0,Yes,,0.0,3075.94,Under Review,0
CLM102805,CUST27627,30,Female,0,Sedan,Zero-Depreciation,5214.28,69750.76,Collision,Moderate,Uttar Pradesh,200,0,Yes,No,0.0,43114.11,Approved,0
CLM102806,CUST25576,32,Female,1,Sedan,Comprehensive,21360.23,21292.26,Rollover,Minor,Tamil Nadu,657,2,Yes,No,,13319.01,Under Review,1
CLM102807,CUST21130,51,Female,0,Sedan,Standalone,15503.57,182800.84,Vandalism,Total Loss,Gujarat,551,1,No,Yes,14584.17,104009.6,Rejected,1
CLM102808,CUST27628,35,Female,5,Sedan,Third-Party,11611.08,23913.11,Vandalism,Minor,Gujarat,167,3,Yes,No,1186.28,14031.43,Under Review,0
CLM102809,CUST24316,28,Female,3,Sedan,Third-Party,14820.62,32337.35,Fire,Moderate,Delhi,486,1,No,Yes,462.8,10627.2,Rejected,0
CLM102810,CUST26624,43,Male,2,SUV,Zero-Depreciation,9153.21,19142.27,Fire,Minor,Maharashtra,438,0,No,No,0.0,12346.2,Approved,0
CLM102811,CUST23087,34,Male,3,Motorcycle,Third-Party,6035.23,16547.56,Collision,Minor,Delhi,1179,0,No,Yes,0.0,5875.66,Approved,0
CLM102812,CUST25116,37,Female,4,Hatchback,Third-Party,8174.86,43087.35,Collision,Moderate,Gujarat,592,0,Yes,Yes,0.0,12689.42,Under Review,0
CLM102813,CUST27591,39,Female,2,Sedan,Comprehensive,21347.95,139297.4,Theft,Severe,Uttar Pradesh,296,4,Yes,Yes,12927.12,44607.5,Approved,0
CLM102814,CUST22884,44,Male,0,Truck,Comprehensive,15298.22,16749.72,Collision,Minor,Telangana,94,1,Yes,Yes,0.0,4663.31,Pending,1
CLM102815,CUST27298,43,Male,0,Sedan,Third-Party,14035.48,18924.28,Theft,Minor,Maharashtra,240,1,Yes,No,0.0,9967.35,Pending,0
CLM102816,CUST20795,46,Female,0,Sedan,Third-Party,16066.46,43940.32,Rollover,Minor,Rajasthan,1163,0,No,Yes,7085.31,23122.85,Under Review,0
CLM102817,CUST21928,30,Male,2,SUV,Third-Party,9066.27,17516.99,Vandalism,Minor,Uttar Pradesh,570,1,No,No,1250.93,7352.02,Rejected,0
CLM102818,CUST24624,30,Female,1,Sedan,Comprehensive,5067.7,190491.71,Fire,Total Loss,Punjab,670,0,No,Yes,17851.17,54398.68,Approved,1
CLM102819,CUST23163,22,Male,1,Sedan,Zero-Depreciation,11242.93,123861.53,Theft,Severe,Telangana,393,0,Yes,No,8934.78,44054.68,Approved,0
CLM102820,CUST24542,33,Male,0,Sedan,Third-Party,11640.04,19005.69,Rollover,Minor,Maharashtra,63,3,Yes,Yes,4429.45,5184.83,Approved,1
CLM102821,CUST25610,50,Female,5,Motorcycle,Third-Party,10749.29,62163.93,Vandalism,Moderate,Delhi,305,0,Yes,Yes,0.0,29360.65,Under Review,1
CLM102822,CUST21803,38,Female,0,Truck,Comprehensive,3000.0,239890.74,Rollover,Total Loss,Delhi,903,0,No,No,13701.82,125472.75,Approved,1
CLM102823,CUST24184,38,Female,0,Motorcycle,Comprehensive,20157.81,35304.22,Theft,Moderate,Maharashtra,156,2,No,No,0.0,18891.23,Approved,1
CLM102824,CUST26977,18,Female,4,Sedan,Third-Party,14859.59,154780.01,Collision,Severe,Rajasthan,74,0,No,No,11682.32,87545.52,Approved,0
CLM102825,CUST26435,46,Male,4,Hatchback,Third-Party,20267.57,66640.81,Natural Disaster,Moderate,Telangana,361,2,No,No,2681.26,27238.04,Approved,0
CLM102826,CUST20085,24,Female,1,Sedan,Third-Party,17602.84,204638.35,Rollover,Total Loss,Punjab,110,1,Yes,No,18084.36,85804.54,Approved,1
CLM102827,CUST26962,35,Female,1,Motorcycle,Third-Party,13188.07,17820.48,Natural Disaster,Minor,Punjab,575,0,Yes,Yes,732.94,9170.26,Under Review,0
CLM102828,CUST24869,46,Male,1,Van,Comprehensive,17045.82,121099.1,Collision,Severe,West Bengal,218,0,Yes,Yes,20357.25,55884.46,Approved,0
CLM102829,CUST24162,31,Male,0,SUV,Standalone,24424.75,21073.84,Natural Disaster,Moderate,Gujarat,361,1,No,Yes,2180.87,9187.24,Approved,0
CLM102830,CUST25664,18,Female,1,SUV,Comprehensive,10896.82,54241.7,Rollover,Moderate,Rajasthan,64,1,Yes,Yes,7297.88,16946.71,Approved,0
CLM102831,CUST25200,24,Male,0,Van,Comprehensive,8761.98,127601.12,Collision,Severe,Punjab,25,1,Yes,Yes,10657.31,79017.13,Pending,1
CLM102832,CUST20484,54,Male,2,Sedan,Standalone,10571.88,41705.16,Rollover,Minor,Rajasthan,28,0,No,Yes,993.38,18640.16,Under Review,1
CLM102833,CUST27533,33,Female,8,Sedan,Comprehensive,23085.73,25857.78,Fire,Minor,Telangana,25,4,Yes,Yes,1364.43,15090.62,Under Review,0
CLM102834,CUST27750,41,Male,0,SUV,Third-Party,12299.1,18463.55,Theft,Minor,Punjab,157,0,No,No,0.0,6481.14,Approved,0
CLM102835,CUST24601,48,Female,7,Hatchback,Comprehensive,10495.18,45626.98,Vandalism,Moderate,Uttar Pradesh,102,1,Yes,Yes,5358.43,23136.14,Rejected,0
CLM102836,CUST21139,57,Male,1,Sedan,Comprehensive,10280.48,39631.78,Natural Disaster,Minor,Punjab,93,2,No,No,8138.08,17099.04,Approved,0
CLM102837,CUST23259,25,Male,5,Sedan,Third-Party,12146.56,13192.17,Vandalism,Minor,Karnataka,151,2,No,No,6492.84,6446.35,Approved,0
CLM102838,CUST23247,24,Female,0,Sedan,Comprehensive,13193.55,85547.78,Fire,Severe,Maharashtra,27,4,Yes,Yes,14394.97,33692.42,Approved,1
CLM102839,CUST23648,35,Female,0,Truck,Comprehensive,15615.15,48752.85,Fire,Moderate,Punjab,125,0,No,Yes,3477.53,16158.3,Rejected,0
CLM102840,CUST23451,46,Female,4,SUV,Comprehensive,7863.24,42392.32,Vandalism,Minor,Maharashtra,205,1,Yes,No,0.0,14268.13,Approved,0
CLM102841,CUST24327,33,Female,1,Hatchback,Comprehensive,18104.38,39850.78,Natural Disaster,Moderate,Punjab,162,1,Yes,Yes,1634.83,15596.54,Approved,0
CLM102842,CUST22902,30,Female,1,Truck,Third-Party,9996.29,42880.2,Natural Disaster,Severe,Gujarat,367,0,Yes,Yes,18887.04,27653.82,Pending,0
CLM102843,CUST20156,38,Female,1,Sedan,Third-Party,12638.61,35486.54,Natural Disaster,Minor,Rajasthan,164,1,Yes,Yes,1845.92,20277.68,Under Review,0
CLM102844,CUST23008,50,Female,2,SUV,Comprehensive,14869.56,41748.31,Vandalism,Moderate,Maharashtra,147,1,Yes,No,1152.44,22135.49,Approved,0
CLM102845,CUST25297,34,Male,15,Motorcycle,Third-Party,15271.71,19392.89,Fire,Minor,Karnataka,131,0,Yes,No,6741.8,11430.45,Approved,0
CLM102846,CUST28068,41,Male,0,SUV,Zero-Depreciation,6723.14,17499.5,Fire,Minor,Gujarat,343,2,Yes,Yes,10004.93,9347.94,Rejected,0
CLM102847,CUST25119,50,Male,1,Hatchback,Third-Party,13026.88,69979.3,Natural Disaster,Severe,Karnataka,458,2,Yes,Yes,17699.49,40444.83,Approved,1
CLM102848,CUST27554,35,Male,11,Sedan,Zero-Depreciation,17780.05,6696.98,Vandalism,Severe,Gujarat,733,1,Yes,Yes,9002.63,4100.2,Rejected,0
CLM102849,CUST21677,29,Male,2,Sedan,Third-Party,8525.49,76088.57,Rollover,Severe,Tamil Nadu,17,2,Yes,Yes,16469.64,33377.51,Approved,0
CLM102850,CUST28136,54,Female,0,Hatchback,Third-Party,10764.06,51863.12,Collision,Moderate,West Bengal,400,1,Yes,No,9125.37,30759.23,Approved,0
CLM102851,CUST24109,41,Female,5,Van,Comprehensive,9348.67,24779.46,Theft,Minor,Tamil Nadu,207,1,Yes,,0.0,13318.52,Under Review,0
CLM102852,CUST23798,49,Female,5,Sedan,Comprehensive,13379.6,34031.75,Collision,Minor,Telangana,460,1,Yes,No,4629.05,10300.26,Rejected,0
CLM102853,CUST21482,26,Female,3,Motorcycle,Zero-Depreciation,13373.09,26995.83,Fire,Minor,Rajasthan,556,0,Yes,Yes,3557.77,12404.74,Pending,0
CLM102854,CUST20932,29,Female,1,Hatchback,Comprehensive,16308.62,6620.53,Theft,Moderate,Rajasthan,23,1,Yes,Yes,0.0,2227.99,Under Review,0
CLM102855,CUST22122,24,Male,0,Sedan,Comprehensive,17753.81,22058.17,Vandalism,Minor,Telangana,97,0,Yes,Yes,3206.31,8906.61,Approved,0
CLM102856,CUST28817,23,Male,10,Hatchback,Comprehensive,15748.96,76292.85,Theft,Severe,Rajasthan,946,0,No,No,14327.26,23838.94,Approved,0
CLM102857,CUST23815,26,Male,3,Sedan,Third-Party,14787.27,75018.67,Fire,Moderate,Delhi,272,2,Yes,Yes,7484.33,24742.81,Pending,0
CLM102858,CUST22740,38,Male,14,Sedan,Third-Party,18378.54,55349.95,Vandalism,Severe,Telangana,1629,0,Yes,No,17898.31,23556.52,Under Review,0
CLM102859,CUST21757,47,Male,0,SUV,Standalone,11097.13,22835.02,Collision,Minor,Maharashtra,411,1,No,Yes,4751.93,12789.41,Under Review,1
CLM102860,CUST22744,26,Male,8,Sedan,Standalone,15914.55,70444.39,Vandalism,Moderate,Telangana,56,1,Yes,No,10999.87,37878.29,Approved,0
CLM102861,CUST21960,41,Male,6,Truck,Comprehensive,9017.69,30278.05,Rollover,Minor,West Bengal,700,1,No,Yes,9214.42,18296.95,Pending,0
CLM102862,CUST28616,57,Male,1,Truck,Comprehensive,7971.67,27060.48,Vandalism,Minor,Karnataka,377,1,No,No,339.6,16107.63,Approved,1
CLM102863,CUST22472,40,Male,13,SUV,Zero-Depreciation,7306.81,13774.54,Fire,Minor,Rajasthan,1010,0,Yes,Yes,1482.08,5021.15,Approved,0
CLM102864,CUST28780,62,Male,1,Truck,Comprehensive,19693.95,82181.26,Collision,Severe,Karnataka,157,0,Yes,No,14605.62,28621.28,Approved,0
CLM102865,CUST25739,26,Female,9,Motorcycle,Zero-Depreciation,14118.1,48945.78,Theft,Minor,Telangana,689,0,Yes,No,2139.99,14920.89,Rejected,0
CLM102866,CUST20569,30,Female,0,Truck,Zero-Depreciation,14384.82,41795.1,Rollover,Moderate,Uttar Pradesh,63,0,Yes,Yes,6031.07,21610.77,Rejected,0
CLM102867,CUST25941,60,Male,3,Motorcycle,Comprehensive,7472.66,161724.81,Collision,Severe,Uttar Pradesh,76,0,Yes,No,18004.29,50266.16,Pending,1
CLM102868,CUST23521,27,Female,20,Motorcycle,Third-Party,18125.77,21726.46,Rollover,Minor,Delhi,196,1,Yes,No,0.0,6056.33,Approved,0
CLM102869,CUST25363,28,Male,5,SUV,Comprehensive,11127.01,9635.66,Theft,Moderate,Punjab,1210,1,No,No,6069.36,4898.54,Approved,0
CLM102870,CUST20404,34,Male,2,Truck,Comprehensive,10190.25,18975.09,Rollover,Minor,Punjab,846,3,No,Yes,5779.64,5360.97,Approved,0
CLM102871,CUST26798,44,Female,1,Sedan,Comprehensive,3365.26,35711.0,Natural Disaster,Minor,Punjab,74,1,No,No,7052.95,10899.68,Pending,1
CLM102872,CUST20845,41,Female,2,Sedan,Comprehensive,15465.18,68287.8,Fire,Severe,Maharashtra,155,4,Yes,Yes,14370.55,27813.67,Rejected,0
CLM102873,CUST21724,22,Male,1,SUV,Third-Party,11538.14,65768.83,Rollover,Moderate,Uttar Pradesh,472,0,No,Yes,1976.87,22613.31,Pending,0
CLM102874,CUST25267,28,Male,2,Motorcycle,Comprehensive,5304.31,52564.65,Natural Disaster,Severe,Gujarat,129,0,Yes,Yes,13006.88,17206.51,Under Review,0
CLM102875,CUST20085,42,Male,1,Motorcycle,Third-Party,17641.16,41284.44,Theft,Minor,Uttar Pradesh,737,0,Yes,No,225.88,22116.81,Approved,0
CLM102876,CUST27667,46,Female,7,Hatchback,Third-Party,13582.55,35689.0,Theft,Moderate,Rajasthan,87,0,Yes,No,5228.75,13611.5,Under Review,0
CLM102877,CUST21577,32,Female,9,SUV,Third-Party,12450.52,22814.22,Collision,Minor,Tamil Nadu,30,1,Yes,No,6788.41,13444.04,Rejected,0
CLM102878,CUST27776,52,Female,1,Sedan,Zero-Depreciation,8547.19,72868.99,Rollover,Moderate,Gujarat,195,1,Yes,Yes,3003.55,31960.18,Rejected,0
CLM102879,CUST24218,51,Male,0,Sedan,Comprehensive,10221.0,36934.17,Theft,Minor,Delhi,421,0,No,Yes,4078.04,17576.49,Under Review,0
CLM102880,CUST25379,26,Male,1,Motorcycle,Third-Party,11453.47,37515.79,Collision,Minor,Karnataka,298,5,Yes,No,5288.65,21097.6,Rejected,0
CLM102881,CUST20763,18,Female,2,Motorcycle,Comprehensive,19012.43,35169.53,Fire,Minor,Gujarat,363,0,No,No,5719.47,12854.76,Approved,0
CLM102882,CUST23401,38,Female,8,Truck,Zero-Depreciation,7191.4,166419.59,Vandalism,Severe,Rajasthan,111,0,Yes,No,16576.81,83496.46,Pending,0
CLM102883,CUST20986,41,Female,2,Hatchback,Zero-Depreciation,17185.52,115437.88,Rollover,Severe,Punjab,234,4,Yes,No,9874.25,59347.18,Rejected,1
CLM102884,CUST25141,57,Male,3,Van,Comprehensive,10542.42,28364.6,Vandalism,Minor,Uttar Pradesh,560,1,Yes,Yes,529.11,8956.31,Approved,0
CLM102885,CUST28514,48,Male,5,SUV,Comprehensive,12176.92,116854.5,Rollover,Severe,Telangana,53,2,Yes,Yes,22211.78,38634.53,Rejected,1
CLM102886,CUST27146,18,Female,0,Motorcycle,Zero-Depreciation,11296.78,137484.28,Collision,Total Loss,Telangana,31,1,Yes,Yes,13012.89,64980.72,Rejected,1
CLM102887,CUST21920,51,Male,1,SUV,Standalone,8268.56,193996.44,Rollover,Total Loss,West Bengal,475,1,Yes,Yes,14974.1,67770.92,Approved,1
CLM102888,CUST20968,44,Male,7,Hatchback,Third-Party,8088.97,44754.61,Collision,Moderate,Telangana,294,3,Yes,No,0.0,26986.37,Approved,0
CLM102889,CUST26825,28,Male,0,Truck,Zero-Depreciation,11342.61,47056.33,Collision,Moderate,Rajasthan,248,0,No,Yes,9140.52,20544.31,Approved,0
CLM102890,CUST26297,37,Male,0,Motorcycle,Zero-Depreciation,14571.59,67600.93,Natural Disaster,Moderate,Karnataka,204,0,Yes,Yes,0.0,21729.46,Rejected,0
CLM102891,CUST27480,34,Male,0,Hatchback,Zero-Depreciation,13171.66,17967.17,Theft,Minor,Gujarat,592,4,Yes,Yes,0.0,7902.31,Approved,0
CLM102892,CUST20406,39,Male,1,Sedan,Comprehensive,11450.65,24807.0,Fire,Minor,Karnataka,132,0,Yes,No,0.0,6988.95,Approved,0
CLM102893,CUST23481,36,Female,1,Hatchback,Third-Party,3773.08,41340.6,Vandalism,Moderate,Gujarat,660,0,Yes,No,5625.58,17394.9,Approved,0
CLM102894,CUST24713,37,Female,8,Motorcycle,Third-Party,16490.25,89105.25,Collision,Severe,Gujarat,289,0,Yes,No,12494.54,39495.81,Approved,0
CLM102895,CUST21118,36,Male,0,Sedan,Comprehensive,11352.71,24529.79,Collision,Moderate,Karnataka,154,0,Yes,Yes,2491.26,10372.5,Approved,0
CLM102896,CUST22546,49,Male,2,SUV,Zero-Depreciation,11004.37,126203.44,Collision,Severe,Gujarat,73,0,No,Yes,21493.91,44900.23,Approved,1
CLM102897,CUST28600,38,Female,5,Sedan,Third-Party,12835.66,154487.66,Natural Disaster,Total Loss,Gujarat,619,1,Yes,Yes,12069.21,43464.89,Under Review,1
CLM102898,CUST24956,35,Female,0,SUV,Standalone,9630.56,23014.6,Collision,Minor,Maharashtra,23,0,No,No,6833.77,12567.74,Approved,0
CLM102899,CUST22052,35,Female,0,Motorcycle,Comprehensive,8726.41,81243.14,Rollover,Severe,Delhi,77,0,Yes,Yes,14827.55,24486.81,Approved,0
CLM102900,CUST21203,37,Female,0,Sedan,Comprehensive,10304.51,115508.53,Fire,Severe,West Bengal,204,2,Yes,No,16314.22,40593.94,Approved,0
CLM102901,CUST27036,25,Female,0,Van,Zero-Depreciation,6842.68,66882.73,Theft,Severe,Tamil Nadu,192,2,No,Yes,15464.73,37249.22,Approved,1
CLM102902,CUST26892,27,Female,4,Truck,Third-Party,18024.71,67047.75,Theft,Moderate,Telangana,86,2,No,Yes,4776.51,23658.33,Under Review,0
CLM102903,CUST21461,31,Female,1,Sedan,Third-Party,9249.75,88301.95,Natural Disaster,Severe,Tamil Nadu,263,0,No,Yes,14526.16,23856.67,Under Review,1
